Capitulo	Texto
"La Plazuela de San Juan de Dios
"	Desde aquel entonces no levantamos cabeza. Bastaba con matarlos, pero quemarlos... ¿No le parece señor? Con ese acto Lima se saló”
"La Plazuela de San Juan de Dios
"	Así termina su relación don Manuel volviendo a su corbatón y sacando del bolsillo El Artesano para leerlo por octavo vez en el día
"La Plazuela de San Juan de Dios
"	No fue el de Silvestre Gutiérrez el primer asesinato político que se cometió en la Plazuela de Juan de Dios. La noche del 28 de enero del año 25, Candelario Espinoza, negrito claro de diecinueve años y Ramón Moreira su cómplice, esclavo zambo, algo mayor que él, asesinaron al coronel Bernardo Monteagudo cuando después de comer se dirigía, tal vez, a alguna amorosa aventura en la vecina calle de Belén. Candelario asestole una tremenda puñalada en la tetilla izquierda que tumbo a Monteagudo sobre la madre tierra, y allí quedó hasta que el boticario Santos Peña y el cirujano Francisco Román acudieron para tan solo constatar su muerte. Tendido en el suelo sobre su capa obscura, los blancos pantalones con manchones rojos, frac verde de grandes botones, la corbata elegante con prendedor de topacio y brillantes, el reloj con sellos y el ademán fiero helado en el rostro en aquel último instante, estaba el cadáver de Bernardo Monteagudo, esperando la visita impresionante de su amigo el Libertador Bolívar, quien mas tarde vino a jurar venganza del crimen que arrebatábale tan enérgico colaborador. Deberíamos pues, volver nuestros pasos a Boza, para descifrar el misterio que rodeó a este crimen, pero desgraciadamente, ya don Mariano Felipe no está en su casa ni lo estará más. Uno de los atacantes de Palma, el más sereno y ecuánime de todos en esa polémica célebre en que tomaron parte hombres de letras: Juan B. Pérez y Soto y Ramón Pérez, colombianos; E. Morales y Simón B. Camacho, venezolanos; Francisco Javier Mariátegui y Manuel de Odriozola y muchos más peruanos y extranjeros, nos diría serenamente con la serenidad del historiador desapasionado la última palabra. Más don Mariano Felipe duerme lejos, en el cementerio que fabricó Matías Maestro...
"La Plazuela de la Micheo
"	"LA PLAZUELA DE SAN JUAN DE DIOS y la Micheo son hermanas siamesas, pero unas hermanas siamesas ciertamente distintas una de otra. Un trozo de callejas une sus diferentes naturalezas. 
En un lado de ésta hállanse las puertas de la sección de carga de la Estación del Ferrocarril inglés, formada por espaciosos salones divididos por tabiques de madera con ventanillas de barrotes de hierro colado, tras las cuales atienden los empleados al público, compuesto en su mayor parte ¡oh contraste! por horteras atildados y presumidos, vestidos a la inglesa y perfumados con “olores” baratos, que vienen a retirar la carga, papeleta en mano, y rudos carreteros, negros, en mangas de camisa, con larguísimos látigos en la mano y en los labios cada palabrota capaz de ruborizar el cañón semienterrado en la esquina, si los cañones se ruborizasen. Forman el lado opuesto del cordón de unión la casa en que reside la señora Araníbar altos y bajos y una gran tienda ocupada por una casa de prestamos en cuyos empolvados escaparates descansan “puestos a la venta” los objetos mas disímiles posibles: un álbum viejo para fotografías con pasta forrada en nácar junto a una caja de pistolas de desafío; al lado de una colección de toledanas navajas “semaneras” que son como su nombre lo indica, siete, una para cada día de la semana, una mantilla negra y un par de mitones de seda... Más allá hay una casita y en seguida está el famoso Regina Margherita, ya sito en la jurisdicción juandediana"
"La Plazuela de la Micheo
"	Por acá es bastante conocida la silueta de los bomberos de la “Lima”. Ocupa la Bomba la destruida capilla del convento y del Hospital San Juan de Dios, supresos pocos años después de nuestra emancipación política. Los bomberos ponen en esas plazoletas nota llamativa y pintoresca. Cuando están de parada traen casaca roja ceñida con ancha correa de cuero charolado que ajusta una hebilla dorada, albos pantalones, grandes botas lustradas (cada una, y no hay duda, se fue una caja de ese betún Masson en cuya etiqueta un bravío gallo pelea con su imagen reflejada en una bota semejante a ésta) y completando el uniforme, un gigantesco casco de cuero con la clásica “L”, índice orgulloso de que le dichoso que la luce pertenece a la “Lima”, segunda en orden cronológico y primera en méritos, que según sus miembros, de las bombas limeñas
"La Plazuela de la Micheo
"	No es menos común el tipo de las beatas, por existir en las inmediaciones se este simpático barrio La Encarnación, el primer monasterio que se fundara en Lima durante el siglo XVI: viejecita, con el vestido negro, traslúcida manta de muselina sin blonda que permite distinguir la sencilla “peinadora” de blanca batista, correa y rosario a la cintura y en la mano un libro de horas, cuyo volumen se ha doblado por la abundancia de estampitas guardadas entre sus páginas, que pasa menudo y ligera, temerosa de perder la misa o el sermón, pues de todo gusta gozar
"La Plazuela de la Micheo
"	La plazuela de la Micheo es irregular. No tiene, como su vecina , un florido jardincillo que alegre su árida ni podría tenerlo. Los vecinos del tranvía  la atraviesan en dos direcciones y en tercera los del ferrocarril inglés. La residencia de los esposos doña Juan Morel de la Prada y don José Silva Santisteban, jurisconsulto, ilustrado autor de Derecho Constitucional, es lo más notable de la Plazuela. Vive en compañía de estos señores su hijo don Gonzalo que apenas egresado de San Carlos se inicio en la política como diputado iglesista en la Convención del 84, representando la provincia Chachapoyas. Dicen la gente que este casón de los Silva, fue rifado por su anterior propietario y que como la suerte (buena o mala) nunca viene sola, poco después obtenido tan fácilmente don José, al retirar al arcaico enladrillado para sustituirlo por un piso de madera encontró un tapado de consideración, que le sabría como miel sobre hojaldres, según reza la vieja expresión. En el hermoso patio de la casa un batallón puede, holgadamente, hacer ejercicio. Soleada. Alegre, con amplias y clarísimas habitaciones la casona atrae todas las miradas de todos los que pasan por la plazuela. Un elegante coche halado por un soberbio tronco de yeguas blancas, que les  echan pan a las del conde Rafael Canevaro y a las del vecino don Enrique Canaval, espera a la puerta de sus felices propietarios. (El espiritu burlón de los limeños ha encontrado en estos tres troncos de yeguas blancas fuente para uno de sus acostumbrados apodos. En cuanto un par de reales hembras, altas, fornidas, blancas y buenas mozas, salen juntas, con frecuencia, a pasear, cualquier gracioso le “clava”  un “las yeguas de Canaval, de Silva o de Canevaro” que no se lo quita de encima ni el Padre Eterno. En las tres veces coronada villa, el infeliz que sea tan patuleco que sus pies afecten casi una recta, debe resignarse con un ingeniosísimo “un cuarto para las tres”. Al de cuerpo muy endeble pondrán “debilidad en pomito”, al delgado, largo y poco quieto, “lombriz loca” y si, amen de estas señales, tiene la voz chillona “serpiente de cascabel”. La costumbre de poner motes a hombres y mujeres pese a Carreño es de una vitalidad sorprendente y nada la desarraiga, al memos en lo de fastidiar a los políticos, como que no en vano se inicia con un “Temblecón” y un “Pepe Bandos” y sigue con el “zambo Bolivar” , “Jengis Kan” y “Cachabotas” y hasta el “mamón” Pezet y el “tuerto” Cáceres...). Esta residencia es la de las mejor amobladas de la ciudad. Muebles enonchados, riquísimos catres de bronce de gruesas columnas y alta coronación, vargueños filipinos, mesas de porcelana de Sevres con reproducciones con de cuadros célebres, preciosas arañas de cristal, jarrones y dijes firmado por La Rué, Falcone,  Le Riche embellecen magníficamente la mansión de los Silva Santisteban
"La Plazuela de la Micheo
"	Desde sus ventanas se domina la Faltriquera del Diablo (antaño llamáronla Faltriquera a secas, ignoramos el porqué de la luciferina adehala), calle angosta y medio sinuosa, con edificios en su lado derecho y en el izquierdo la larga pared encalada que cierra por ese lado la manzana de la estación del ferrocarril inglés. Es calle tranquila y silenciosa y lo parece más al salir de la plazuela llena de ruidos: las carretas con sus ruedas chirriadoras, los trenes con sus pitos y campanas y los imprescindibles pregones de los verdaderos apostados en la estación. Por la tardecita los pianos de la vecindad comienzan a desgranar sus notas en el aire y la voz de Justiniano Álvarez del Villar joven barítono que vive a mitad de la cuadra regala a los transeúntes con las canciones de “El Juramento”, “Marina” o “La Tela de Araña”. Justiniano Álvarez es el jefe nato sw los aficionados de Lima a quienes reúne en su casa en amables tertulias en donde son finamente atendidos  por su esposa Beatriz Saavedra. Mozo dinámico y entusiasta, Álvarez, se da tiempo para ser empleado en el Ministerio de Hacienda, prestar su utilísimo y desinteresado concurso en cuanta fiesta de caridad se ofrece y par asistir a cuanto amago de incendio, fiesta bomberil y sepelio de bomberos se presenten, como debe hacerlo todo cumplidor miembro de la “Lima”
"La Plazuela de la Micheo
"	La Faltriquera del Diablo pierde esta habitual tranquilidad en los meses de verano, durante los cuales se convierte en pasaje obligado de los que van a la estación para dirigirse a Chorrillos, en el tren de baños. Ya tienen con esto los vecinos y las vecinas maliciosas especialmente espectáculo diario y gratuito y paño que tijeretear... Las niñas hechas todo un impecable figurín del limeño “Petit Bon Marché” de los señores Luis Rivara y Compañía y “ellos” y ellos con la indumentaria que describimos en la plazoleta de la Salud. Ahora le ha dado a los jóvenes por masticar el tutifrutti, que para remate de males, ha importado ¿cuándo no? El novelero y popular gringo injerto de yanqui e italiano Peter Bacigalupi
"La Plazuela de la Micheo
"	El chinito Manuel aprovecha soberbiamente esa hora y “pasa y repasa” con sus dos grandes canastas de mimbre en los brazos, buscando compradores para el completo surtido de artículos de tocador que lleva consigo. Redondas cajetas con polvos de magnolia y “Flores de Plata” fabricación europea, cajitas de madera llenas de polvos dentífricos, unos rojos y otros rosados al parecer corales molidos, aceitillos de Orisa, pomadas, cosméticos negro y blanco y brillantina para atusarse el cabello y coloretes de variadas clases. Vende el chinito además plumeritos, confeccionados con pluma de Dios sabe de qué aves, gualdos, rojos y verdes,  para sacudir los delicados dijes del salón. Pero los objetos más solicitados de su canasta, son los abanicos que los vende Manuel preciosos y diversos. Unos con varillaje de oloroso sándalo y el país de papel, en el cual hay pintada alguna escena china amorosa ella, menuda, el rostro sonrosado, la boca diminuta, los ojos rasgados, la fastuosa túnica floreada, el abanico en la mano; él, ceremonioso, se inclina reverente; sin más testigos que dos o tres arbustos y un hermoso pavo real, otros con varillaje de negro ébano y el país representando un lago de ensueño en cuya orilla cigüeñas blancas de largas patas obscuras toman el sol, no pocos tallados en riquísimas maderas aromáticas, otros de hueso, y uno escaso y el de mayor precio de marfil en el cual el artífice chino representó ramas, hojas y frutos de la morera con una fidelidad minuciosa y naturalidad que casi engaña.  Asimismo, vende Manuel huevos rojos y blancos de hueso para zurcir medias, uno dentro de otro, hasta siete, colocados en un cofrecito tallado que es un poema de trabajo paciente. Llaman al chinito de una casa, las niñas abren la mampara y le compran, ostensiblemente, un plumerito, mientras en voz baja y a hurtadillas de la señora que repantigada en un sillón está leyendo en Perlas y flores, el semanario que regala Denegrí en Espaderos, epigramas de Carlos Guzmán Amézaga, y sonetos Abel de la E. Delgado le piden un librito de colorete. Son originales en Manuel su vestimenta y su pregón. La primera se compone de pantalón azul amotape, blusa china con cintillas en vez de ojales y largos trocitos de madera supliendo a los botones, gorrito negro de seda pata tapar la trenza enrollada sobre el colodrillo y calzado chino con suelas de papel prensado. Su débil y atiplada vocecilla pregona: ”Cololete, povo cala, povo liente, abanico, plumelito” causando hilaridad entre los muchachos que toman como manía el remedarlo sin cesar
